nohup: ignoring input
============================================================
  ARCHITECTURE ABLATION PIPELINE
============================================================
  Device:       cuda
  Epochs:       100
  Batch size:   128

── Loading Dataset ...
  Loading dataset from: /opt/watchdog/users/cerussite/alok/work/torch_sliding_dataset.pt
  Dataset loaded: 2703 samples
  Input shape:  (2703, 7, 32, 32)
  Label shape:  (2703, 32, 32)
  Input dtype:  torch.float32
  Label dtype:  torch.int64
  Input range:  [-0.27, 36037.00]
  Label unique: [1, 2, 7, 8, 11]
  Metadata rows: 2703

  Channel normalization stats:
    B2: mean=9037.26, std=1453.98
    B3: mean=9768.10, std=1757.99
    B4: mean=9573.81, std=2217.61
    B5: mean=14449.58, std=4230.16
    B6: mean=12468.06, std=3402.20
    B7: mean=10726.65, std=2952.71
    NDVI: mean=0.18, std=0.15

  Train: 2162 samples
  Val:   541 samples

── Computing class weights ...

============================================================
  TRAINING BACKBONE: resnet18
============================================================
  Params: 14,342,058 trainable

  Ep   2/100 | TrLoss:0.5530 OA:0.8713 mIoU:0.3855 | VaLoss:0.5405 OA:0.8846 mIoU:0.5516 | 1.7s
  Ep   3/100 | TrLoss:0.2904 OA:0.9208 mIoU:0.4947 | VaLoss:0.3096 OA:0.9243 mIoU:0.7345 | 1.9s
  Ep   4/100 | TrLoss:0.1823 OA:0.9466 mIoU:0.6308 | VaLoss:0.2059 OA:0.9496 mIoU:0.6542 | 1.7s
  Ep   5/100 | TrLoss:0.1338 OA:0.9568 mIoU:0.6571 | VaLoss:0.1544 OA:0.9512 mIoU:0.7990 | 1.7s
  Ep   6/100 | TrLoss:0.1082 OA:0.9613 mIoU:0.6729 | VaLoss:0.1373 OA:0.9515 mIoU:0.8193 | 1.7s
  Ep   7/100 | TrLoss:0.0975 OA:0.9637 mIoU:0.8182 | VaLoss:0.1187 OA:0.9598 mIoU:0.8473 | 1.7s
  Ep   8/100 | TrLoss:0.0854 OA:0.9675 mIoU:0.8313 | VaLoss:0.1119 OA:0.9630 mIoU:0.8626 | 2.0s
  Ep   9/100 | TrLoss:0.0786 OA:0.9687 mIoU:0.8371 | VaLoss:0.0879 OA:0.9719 mIoU:0.8760 | 1.7s
  Ep  10/100 | TrLoss:0.0682 OA:0.9716 mIoU:0.8526 | VaLoss:0.0828 OA:0.9638 mIoU:0.8578 | 1.7s
  Ep  11/100 | TrLoss:0.0595 OA:0.9745 mIoU:0.8646 | VaLoss:0.0740 OA:0.9648 mIoU:0.8604 | 1.7s
  Ep  12/100 | TrLoss:0.0539 OA:0.9764 mIoU:0.8723 | VaLoss:0.0613 OA:0.9702 mIoU:0.8630 | 1.7s
  Ep  13/100 | TrLoss:0.0500 OA:0.9777 mIoU:0.8795 | VaLoss:0.0522 OA:0.9777 mIoU:0.8930 | 1.7s
  Ep  14/100 | TrLoss:0.0486 OA:0.9773 mIoU:0.8806 | VaLoss:0.0457 OA:0.9811 mIoU:0.9024 | 1.7s
  Ep  15/100 | TrLoss:0.0451 OA:0.9794 mIoU:0.8874 | VaLoss:0.0490 OA:0.9768 mIoU:0.8934 | 1.7s
  Ep  16/100 | TrLoss:0.0393 OA:0.9822 mIoU:0.8993 | VaLoss:0.0387 OA:0.9813 mIoU:0.8963 | 1.7s
  Ep  17/100 | TrLoss:0.0382 OA:0.9820 mIoU:0.8996 | VaLoss:0.0378 OA:0.9836 mIoU:0.9121 | 1.7s
  Ep  18/100 | TrLoss:0.0377 OA:0.9814 mIoU:0.9034 | VaLoss:0.0355 OA:0.9824 mIoU:0.8998 | 1.6s
  Ep  19/100 | TrLoss:0.0332 OA:0.9837 mIoU:0.9094 | VaLoss:0.0337 OA:0.9849 mIoU:0.9143 | 1.6s
  Ep  20/100 | TrLoss:0.0320 OA:0.9851 mIoU:0.9133 | VaLoss:0.0317 OA:0.9842 mIoU:0.9049 | 1.6s
  Ep  21/100 | TrLoss:0.0312 OA:0.9847 mIoU:0.9144 | VaLoss:0.0305 OA:0.9851 mIoU:0.9147 | 1.6s
  Ep  22/100 | TrLoss:0.0301 OA:0.9850 mIoU:0.9188 | VaLoss:0.0287 OA:0.9862 mIoU:0.9227 | 1.6s
  Ep  23/100 | TrLoss:0.0281 OA:0.9861 mIoU:0.9222 | VaLoss:0.0274 OA:0.9873 mIoU:0.9255 | 1.7s
  Ep  24/100 | TrLoss:0.0266 OA:0.9871 mIoU:0.9261 | VaLoss:0.0277 OA:0.9856 mIoU:0.9181 | 1.7s
  Ep  25/100 | TrLoss:0.0252 OA:0.9877 mIoU:0.9281 | VaLoss:0.0256 OA:0.9873 mIoU:0.9192 | 2.0s
  Ep  26/100 | TrLoss:0.0271 OA:0.9863 mIoU:0.9279 | VaLoss:0.0276 OA:0.9853 mIoU:0.9116 | 1.7s
  Ep  27/100 | TrLoss:0.0258 OA:0.9871 mIoU:0.9253 | VaLoss:0.0263 OA:0.9876 mIoU:0.9345 | 1.7s
  Ep  28/100 | TrLoss:0.0229 OA:0.9888 mIoU:0.9360 | VaLoss:0.0234 OA:0.9890 mIoU:0.9353 | 1.7s
  Ep  29/100 | TrLoss:0.0237 OA:0.9879 mIoU:0.9331 | VaLoss:0.0231 OA:0.9886 mIoU:0.9342 | 1.7s
  Ep  30/100 | TrLoss:0.0211 OA:0.9897 mIoU:0.9395 | VaLoss:0.0229 OA:0.9897 mIoU:0.9457 | 1.9s
  Ep  31/100 | TrLoss:0.0197 OA:0.9903 mIoU:0.9427 | VaLoss:0.0224 OA:0.9904 mIoU:0.9495 | 1.7s
  Ep  32/100 | TrLoss:0.0207 OA:0.9898 mIoU:0.9417 | VaLoss:0.0222 OA:0.9884 mIoU:0.9327 | 1.7s
  Ep  33/100 | TrLoss:0.0195 OA:0.9901 mIoU:0.9425 | VaLoss:0.0206 OA:0.9904 mIoU:0.9468 | 1.7s
  Ep  34/100 | TrLoss:0.0191 OA:0.9900 mIoU:0.9455 | VaLoss:0.0225 OA:0.9901 mIoU:0.9507 | 1.9s
  Ep  35/100 | TrLoss:0.0197 OA:0.9898 mIoU:0.9470 | VaLoss:0.0212 OA:0.9906 mIoU:0.9435 | 1.7s
  Ep  36/100 | TrLoss:0.0174 OA:0.9914 mIoU:0.9482 | VaLoss:0.0193 OA:0.9899 mIoU:0.9351 | 1.7s
  Ep  37/100 | TrLoss:0.0165 OA:0.9923 mIoU:0.9510 | VaLoss:0.0186 OA:0.9917 mIoU:0.9529 | 1.7s
  Ep  38/100 | TrLoss:0.0162 OA:0.9921 mIoU:0.9541 | VaLoss:0.0190 OA:0.9923 mIoU:0.9551 | 1.7s
  Ep  39/100 | TrLoss:0.0163 OA:0.9921 mIoU:0.9528 | VaLoss:0.0178 OA:0.9913 mIoU:0.9503 | 1.7s
  Ep  40/100 | TrLoss:0.0165 OA:0.9916 mIoU:0.9531 | VaLoss:0.0174 OA:0.9912 mIoU:0.9457 | 1.7s
  Ep  41/100 | TrLoss:0.0159 OA:0.9921 mIoU:0.9538 | VaLoss:0.0176 OA:0.9920 mIoU:0.9599 | 1.7s
  Ep  42/100 | TrLoss:0.0154 OA:0.9926 mIoU:0.9577 | VaLoss:0.0165 OA:0.9924 mIoU:0.9571 | 1.7s
  Ep  43/100 | TrLoss:0.0137 OA:0.9935 mIoU:0.9596 | VaLoss:0.0167 OA:0.9929 mIoU:0.9599 | 1.7s
  Ep  44/100 | TrLoss:0.0135 OA:0.9938 mIoU:0.9624 | VaLoss:0.0163 OA:0.9924 mIoU:0.9495 | 1.8s
  Ep  45/100 | TrLoss:0.0130 OA:0.9939 mIoU:0.9605 | VaLoss:0.0158 OA:0.9924 mIoU:0.9500 | 1.8s
  Ep  46/100 | TrLoss:0.0128 OA:0.9940 mIoU:0.9629 | VaLoss:0.0157 OA:0.9926 mIoU:0.9552 | 2.0s
  Ep  47/100 | TrLoss:0.0121 OA:0.9945 mIoU:0.9662 | VaLoss:0.0145 OA:0.9929 mIoU:0.9554 | 1.7s
  Ep  48/100 | TrLoss:0.0130 OA:0.9940 mIoU:0.9621 | VaLoss:0.0152 OA:0.9922 mIoU:0.9579 | 1.7s
  Ep  49/100 | TrLoss:0.0129 OA:0.9938 mIoU:0.9637 | VaLoss:0.0152 OA:0.9938 mIoU:0.9663 | 1.8s
  Ep  50/100 | TrLoss:0.0126 OA:0.9938 mIoU:0.9651 | VaLoss:0.0149 OA:0.9927 mIoU:0.9523 | 2.0s
  Ep  51/100 | TrLoss:0.0121 OA:0.9943 mIoU:0.9648 | VaLoss:0.0145 OA:0.9931 mIoU:0.9575 | 1.7s
  Ep  52/100 | TrLoss:0.0116 OA:0.9946 mIoU:0.9678 | VaLoss:0.0139 OA:0.9933 mIoU:0.9605 | 1.8s
  Ep  53/100 | TrLoss:0.0114 OA:0.9947 mIoU:0.9690 | VaLoss:0.0140 OA:0.9938 mIoU:0.9643 | 1.7s
  Ep  54/100 | TrLoss:0.0109 OA:0.9950 mIoU:0.9694 | VaLoss:0.0139 OA:0.9937 mIoU:0.9648 | 1.8s
  Ep  55/100 | TrLoss:0.0105 OA:0.9954 mIoU:0.9705 | VaLoss:0.0135 OA:0.9940 mIoU:0.9660 | 1.9s
  Ep  56/100 | TrLoss:0.0097 OA:0.9958 mIoU:0.9739 | VaLoss:0.0133 OA:0.9943 mIoU:0.9690 | 1.8s
